Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Entity ID
LC08_CU_007014_20180515_20190615_C01_V01,2018/05/15,CU,7,14,2019/06/15,0,0,0,73.2897,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180515_20190615_C01_V01,LC08_CU_007014_20180515_C01_V01
LE07_CU_006014_20180516_20190615_C01_V01,2018/05/16,CU,6,14,2019/06/15,0.207,0,0,94.5849,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180516_20190615_C01_V01,LE07_CU_006014_20180516_C01_V01
LE07_CU_007013_20180516_20190615_C01_V01,2018/05/16,CU,7,13,2019/06/15,0.0513,0.0035,0,49.7755,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180516_20190615_C01_V01,LE07_CU_007013_20180516_C01_V01
LE07_CU_007014_20180516_20190615_C01_V01,2018/05/16,CU,7,14,2019/06/15,0.0156,0.0009,0,20.5061,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180516_20190615_C01_V01,LE07_CU_007014_20180516_C01_V01
LC08_CU_007014_20180517_20190615_C01_V01,2018/05/17,CU,7,14,2019/06/15,0,0,0,93.3783,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180517_20190615_C01_V01,LC08_CU_007014_20180517_C01_V01
LC08_CU_006013_20180522_20190615_C01_V01,2018/05/22,CU,6,13,2019/06/15,0.0048,0,0,31.7858,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180522_20190615_C01_V01,LC08_CU_006013_20180522_C01_V01
LC08_CU_006014_20180522_20190615_C01_V01,2018/05/22,CU,6,14,2019/06/15,2.8894,0.1226,0,75.7225,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180522_20190615_C01_V01,LC08_CU_006014_20180522_C01_V01
LE07_CU_006013_20180523_20190615_C01_V01,2018/05/23,CU,6,13,2019/06/15,0.037,0.0009,0,49.1579,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180523_20190615_C01_V01,LE07_CU_006013_20180523_C01_V01
LE07_CU_006014_20180523_20190615_C01_V01,2018/05/23,CU,6,14,2019/06/15,0.0565,0.0112,0,19.7933,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180523_20190615_C01_V01,LE07_CU_006014_20180523_C01_V01
LE07_CU_007013_20180523_20190615_C01_V01,2018/05/23,CU,7,13,2019/06/15,0.117,0.0342,0,44.5242,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180523_20190615_C01_V01,LE07_CU_007013_20180523_C01_V01
LE07_CU_007014_20180523_20190615_C01_V01,2018/05/23,CU,7,14,2019/06/15,0.0006,0,0,80.3313,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180523_20190615_C01_V01,LE07_CU_007014_20180523_C01_V01
LC08_CU_006014_20180524_20190615_C01_V01,2018/05/24,CU,6,14,2019/06/15,0,0,0,92.2947,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180524_20190615_C01_V01,LC08_CU_006014_20180524_C01_V01
LC08_CU_007013_20180524_20190615_C01_V01,2018/05/24,CU,7,13,2019/06/15,0.0024,0,0,35.6663,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180524_20190615_C01_V01,LC08_CU_007013_20180524_C01_V01
LC08_CU_007014_20180524_20190615_C01_V01,2018/05/24,CU,7,14,2019/06/15,0.0122,0.007,0,2.9908,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180524_20190615_C01_V01,LC08_CU_007014_20180524_C01_V01
LE07_CU_007014_20180525_20190615_C01_V01,2018/05/25,CU,7,14,2019/06/15,0.2413,0.0025,0,95.2657,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180525_20190615_C01_V01,LE07_CU_007014_20180525_C01_V01
LE07_CU_006013_20180530_20190615_C01_V01,2018/05/30,CU,6,13,2019/06/15,0.0175,0.0015,0,45.222,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180530_20190615_C01_V01,LE07_CU_006013_20180530_C01_V01
LE07_CU_006014_20180530_20190615_C01_V01,2018/05/30,CU,6,14,2019/06/15,2.3832,0.0265,0,82.2257,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180530_20190615_C01_V01,LE07_CU_006014_20180530_C01_V01
LC08_CU_006013_20180531_20190615_C01_V01,2018/05/31,CU,6,13,2019/06/15,0.0131,0.0111,0,37.3765,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180531_20190615_C01_V01,LC08_CU_006013_20180531_C01_V01
LC08_CU_006014_20180531_20190615_C01_V01,2018/05/31,CU,6,14,2019/06/15,0.082,0.0275,0,3.0981,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180531_20190615_C01_V01,LC08_CU_006014_20180531_C01_V01
LC08_CU_007013_20180531_20190615_C01_V01,2018/05/31,CU,7,13,2019/06/15,0.0514,0.0193,0,28.9507,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180531_20190615_C01_V01,LC08_CU_007013_20180531_C01_V01
LC08_CU_007014_20180531_20190615_C01_V01,2018/05/31,CU,7,14,2019/06/15,0,0,0,70.9674,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180531_20190615_C01_V01,LC08_CU_007014_20180531_C01_V01
LE07_CU_006014_20180601_20190615_C01_V01,2018/06/01,CU,6,14,2019/06/15,0.2067,0,0,94.4102,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180601_20190615_C01_V01,LE07_CU_006014_20180601_C01_V01
LE07_CU_007013_20180601_20190615_C01_V01,2018/06/01,CU,7,13,2019/06/15,0.0548,0.005,0,49.4062,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180601_20190615_C01_V01,LE07_CU_007013_20180601_C01_V01
LE07_CU_007014_20180601_20190615_C01_V01,2018/06/01,CU,7,14,2019/06/15,0.0218,0.0078,0,20.3817,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180601_20190615_C01_V01,LE07_CU_007014_20180601_C01_V01
LC08_CU_007014_20180602_20190615_C01_V01,2018/06/02,CU,7,14,2019/06/15,0,0,0,94.8735,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180602_20190615_C01_V01,LC08_CU_007014_20180602_C01_V01
LC08_CU_006013_20180607_20190615_C01_V01,2018/06/07,CU,6,13,2019/06/15,0.0007,0,0,28.4178,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180607_20190615_C01_V01,LC08_CU_006013_20180607_C01_V01
LC08_CU_006014_20180607_20190615_C01_V01,2018/06/07,CU,6,14,2019/06/15,2.1728,0.1021,0,72.4026,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180607_20190615_C01_V01,LC08_CU_006014_20180607_C01_V01
LE07_CU_006013_20180608_20190615_C01_V01,2018/06/08,CU,6,13,2019/06/15,0.0343,0,0,48.863,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180608_20190615_C01_V01,LE07_CU_006013_20180608_C01_V01
LE07_CU_006014_20180608_20190615_C01_V01,2018/06/08,CU,6,14,2019/06/15,0.0087,0,0,19.6598,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180608_20190615_C01_V01,LE07_CU_006014_20180608_C01_V01
LE07_CU_007013_20180608_20190615_C01_V01,2018/06/08,CU,7,13,2019/06/15,0.0878,0.0291,0,44.7515,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180608_20190615_C01_V01,LE07_CU_007013_20180608_C01_V01
LE07_CU_007014_20180608_20190615_C01_V01,2018/06/08,CU,7,14,2019/06/15,0,0,0,80.5472,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180608_20190615_C01_V01,LE07_CU_007014_20180608_C01_V01
LC08_CU_006014_20180609_20190615_C01_V01,2018/06/09,CU,6,14,2019/06/15,0,0,0,94.0765,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180609_20190615_C01_V01,LC08_CU_006014_20180609_C01_V01
LC08_CU_007013_20180609_20190615_C01_V01,2018/06/09,CU,7,13,2019/06/15,0.0186,0.0036,0,38.8075,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180609_20190615_C01_V01,LC08_CU_007013_20180609_C01_V01
LC08_CU_007014_20180609_20190615_C01_V01,2018/06/09,CU,7,14,2019/06/15,0.8659,0.2334,0,4.3031,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180609_20190615_C01_V01,LC08_CU_007014_20180609_C01_V01
LE07_CU_007014_20180610_20190615_C01_V01,2018/06/10,CU,7,14,2019/06/15,0.2339,0,0,95.1863,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180610_20190615_C01_V01,LE07_CU_007014_20180610_C01_V01
LE07_CU_006013_20180615_20190615_C01_V01,2018/06/15,CU,6,13,2019/06/15,99.7281,0.1688,0,87.5715,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180615_20190615_C01_V01,LE07_CU_006013_20180615_C01_V01
LC08_CU_006013_20180616_20190615_C01_V01,2018/06/16,CU,6,13,2019/06/15,99.3732,0.6268,0,38.062,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180616_20190615_C01_V01,LC08_CU_006013_20180616_C01_V01
LC08_CU_006014_20180616_20190615_C01_V01,2018/06/16,CU,6,14,2019/06/15,39.4059,2.715,0,3.3703,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180616_20190615_C01_V01,LC08_CU_006014_20180616_C01_V01
LC08_CU_007013_20180616_20190615_C01_V01,2018/06/16,CU,7,13,2019/06/15,99.3318,0.6682,0,28.243,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20180616_20190615_C01_V01,LC08_CU_007013_20180616_C01_V01
LC08_CU_007014_20180616_20190615_C01_V01,2018/06/16,CU,7,14,2019/06/15,70.6163,18.1998,0,70.2396,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180616_20190615_C01_V01,LC08_CU_007014_20180616_C01_V01
LE07_CU_006014_20180617_20190615_C01_V01,2018/06/17,CU,6,14,2019/06/15,0.1997,0,0,94.3741,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180617_20190615_C01_V01,LE07_CU_006014_20180617_C01_V01
LE07_CU_007013_20180617_20190615_C01_V01,2018/06/17,CU,7,13,2019/06/15,7.4777,2.8339,0,49.2921,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180617_20190615_C01_V01,LE07_CU_007013_20180617_C01_V01
LE07_CU_007014_20180617_20190615_C01_V01,2018/06/17,CU,7,14,2019/06/15,0.8162,0.3277,0,20.3279,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180617_20190615_C01_V01,LE07_CU_007014_20180617_C01_V01
LC08_CU_007014_20180618_20190615_C01_V01,2018/06/18,CU,7,14,2019/06/15,0.005,0,0,94.9784,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20180618_20190615_C01_V01,LC08_CU_007014_20180618_C01_V01
LC08_CU_006013_20180623_20190615_C01_V01,2018/06/23,CU,6,13,2019/06/15,0.0005,0,0,28.8193,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20180623_20190615_C01_V01,LC08_CU_006013_20180623_C01_V01
LC08_CU_006014_20180623_20190615_C01_V01,2018/06/23,CU,6,14,2019/06/15,1.1326,0.06,0,72.8138,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20180623_20190615_C01_V01,LC08_CU_006014_20180623_C01_V01
LE07_CU_006013_20180624_20190615_C01_V01,2018/06/24,CU,6,13,2019/06/15,0.0352,0,0,49.0517,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20180624_20190615_C01_V01,LE07_CU_006013_20180624_C01_V01
LE07_CU_006014_20180624_20190615_C01_V01,2018/06/24,CU,6,14,2019/06/15,0.0098,0,0,19.6645,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20180624_20190615_C01_V01,LE07_CU_006014_20180624_C01_V01
LE07_CU_007013_20180624_20190615_C01_V01,2018/06/24,CU,7,13,2019/06/15,0.1068,0.0324,0,44.6071,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20180624_20190615_C01_V01,LE07_CU_007013_20180624_C01_V01
LE07_CU_007014_20180624_20190615_C01_V01,2018/06/24,CU,7,14,2019/06/15,0,0,0,80.3941,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20180624_20190615_C01_V01,LE07_CU_007014_20180624_C01_V01
