Tile Identifier,Acquisition Date,Tile Grid Region,Tile Grid Horizontal,Tile Grid Vertical,Tile Production Date,Cloud Cover,Cloud Shadow,Snow Ice,Fill (No Data),Spacecraft Identifier,Sensor Identifier,Scene Count,Datum,Map Projection,Units,ARD Version,Level-1 Collection Number,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LR Corner Lat,LR Corner Long,LL Corner Lat,LL Corner Long,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LR Corner Lat dec,LR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,Display ID,Entity ID
LE07_CU_006013_20170103_20181128_C01_V01,2017/01/03,CU,6,13,2018/11/28,91.9433,2.7145,0.0013,45.2367,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170103_20181128_C01_V01,LE07_CU_006013_20170103_C01_V01
LE07_CU_006014_20170103_20181128_C01_V01,2017/01/03,CU,6,14,2018/11/28,71.5963,3.0032,0.0007,82.218,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170103_20181128_C01_V01,LE07_CU_006014_20170103_C01_V01
LC08_CU_006013_20170104_20190430_C01_V01,2017/01/04,CU,6,13,2019/04/30,0.4559,0.206,0,36.0279,LANDSAT_8,OLI/TIRS,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170104_20190430_C01_V01,LC08_CU_006013_20170104_C01_V01
LC08_CU_006014_20170104_20190430_C01_V01,2017/01/04,CU,6,14,2019/04/30,9.729,6.4113,0.0001,2.6144,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170104_20190430_C01_V01,LC08_CU_006014_20170104_C01_V01
LC08_CU_007013_20170104_20181204_C01_V01,2017/01/04,CU,7,13,2018/12/04,0.381,0.1051,0.1096,30.2889,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170104_20181204_C01_V01,LC08_CU_007013_20170104_C01_V01
LC08_CU_007014_20170104_20190430_C01_V01,2017/01/04,CU,7,14,2019/04/30,7.817,3.8016,0,72.2665,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170104_20190430_C01_V01,LC08_CU_007014_20170104_C01_V01
LE07_CU_006014_20170105_20181123_C01_V01,2017/01/05,CU,6,14,2018/11/23,0.198,0,0,94.5727,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170105_20181123_C01_V01,LE07_CU_006014_20170105_C01_V01
LE07_CU_007013_20170105_20181128_C01_V01,2017/01/05,CU,7,13,2018/11/28,22.672,2.7398,0.0308,49.6915,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170105_20181128_C01_V01,LE07_CU_007013_20170105_C01_V01
LE07_CU_007014_20170105_20181128_C01_V01,2017/01/05,CU,7,14,2018/11/28,0.9595,0.3192,0.0179,20.5358,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170105_20181128_C01_V01,LE07_CU_007014_20170105_C01_V01
LC08_CU_007014_20170106_20181128_C01_V01,2017/01/06,CU,7,14,2018/11/28,34.5459,14.9683,0.0156,93.9422,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170106_20181128_C01_V01,LC08_CU_007014_20170106_C01_V01
LC08_CU_006013_20170111_20190430_C01_V01,2017/01/11,CU,6,13,2019/04/30,69.3917,3.5527,0.0011,30.7627,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170111_20190430_C01_V01,LC08_CU_006013_20170111_C01_V01
LC08_CU_006014_20170111_20190430_C01_V01,2017/01/11,CU,6,14,2019/04/30,75.138,6.6143,0.2341,74.7294,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170111_20190430_C01_V01,LC08_CU_006014_20170111_C01_V01
LE07_CU_006013_20170112_20181201_C01_V01,2017/01/12,CU,6,13,2018/12/01,93.7495,0.2157,0,49.6517,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170112_20181201_C01_V01,LE07_CU_006013_20170112_C01_V01
LE07_CU_006014_20170112_20181128_C01_V01,2017/01/12,CU,6,14,2018/11/28,5.0662,0.1545,0,19.9389,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170112_20181128_C01_V01,LE07_CU_006014_20170112_C01_V01
LE07_CU_007013_20170112_20181201_C01_V01,2017/01/12,CU,7,13,2018/12/01,82.7865,0.5664,0,44.2014,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170112_20181201_C01_V01,LE07_CU_007013_20170112_C01_V01
LE07_CU_007014_20170112_20181128_C01_V01,2017/01/12,CU,7,14,2018/11/28,0.1502,0.0105,0,80.1945,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170112_20181128_C01_V01,LE07_CU_007014_20170112_C01_V01
LC08_CU_006014_20170113_20181201_C01_V01,2017/01/13,CU,6,14,2018/12/01,100,0,0,92.8645,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170113_20181201_C01_V01,LC08_CU_006014_20170113_C01_V01
LC08_CU_007013_20170113_20181209_C01_V01,2017/01/13,CU,7,13,2018/12/09,99.4297,0.5291,0.1025,36.6469,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170113_20181209_C01_V01,LC08_CU_007013_20170113_C01_V01
LC08_CU_007014_20170113_20181209_C01_V01,2017/01/13,CU,7,14,2018/12/09,90.7978,2.2266,5.7838,3.371,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170113_20181209_C01_V01,LC08_CU_007014_20170113_C01_V01
LE07_CU_007014_20170114_20181123_C01_V01,2017/01/14,CU,7,14,2018/11/23,66.5625,4.8246,0.0977,95.5232,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170114_20181123_C01_V01,LE07_CU_007014_20170114_C01_V01
LE07_CU_006013_20170119_20181123_C01_V01,2017/01/19,CU,6,13,2018/11/23,73.0052,4.9162,0.0016,49.3512,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170119_20181123_C01_V01,LE07_CU_006013_20170119_C01_V01
LE07_CU_006014_20170119_20181128_C01_V01,2017/01/19,CU,6,14,2018/11/28,3.4299,0.7161,0.0003,81.6566,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170119_20181128_C01_V01,LE07_CU_006014_20170119_C01_V01
LC08_CU_006013_20170120_20190430_C01_V01,2017/01/20,CU,6,13,2019/04/30,100,0,0,36.1547,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170120_20190430_C01_V01,LC08_CU_006013_20170120_C01_V01
LC08_CU_006014_20170120_20190430_C01_V01,2017/01/20,CU,6,14,2019/04/30,93.7631,6.2369,0,2.6657,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170120_20190430_C01_V01,LC08_CU_006014_20170120_C01_V01
LC08_CU_007013_20170120_20181128_C01_V01,2017/01/20,CU,7,13,2018/11/28,100,0,0,30.1723,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170120_20181128_C01_V01,LC08_CU_007013_20170120_C01_V01
LC08_CU_007014_20170120_20190430_C01_V01,2017/01/20,CU,7,14,2019/04/30,99.641,0.359,0,72.1353,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170120_20190430_C01_V01,LC08_CU_007014_20170120_C01_V01
LE07_CU_006014_20170121_20181123_C01_V01,2017/01/21,CU,6,14,2018/11/23,9.3969,3.2111,0.1468,94.9075,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170121_20181123_C01_V01,LE07_CU_006014_20170121_C01_V01
LE07_CU_007013_20170121_20181128_C01_V01,2017/01/21,CU,7,13,2018/11/28,64.7678,4.4229,0.5535,50.3962,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170121_20181128_C01_V01,LE07_CU_007013_20170121_C01_V01
LE07_CU_007014_20170121_20181128_C01_V01,2017/01/21,CU,7,14,2018/11/28,54.5908,11.3658,0.2021,20.7219,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170121_20181128_C01_V01,LE07_CU_007014_20170121_C01_V01
LC08_CU_007014_20170122_20181128_C01_V01,2017/01/22,CU,7,14,2018/11/28,11.8411,4.8386,1.1481,94.0649,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170122_20181128_C01_V01,LC08_CU_007014_20170122_C01_V01
LC08_CU_006013_20170127_20190430_C01_V01,2017/01/27,CU,6,13,2019/04/30,0.0817,0.0102,0.0013,30.3215,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170127_20190430_C01_V01,LC08_CU_006013_20170127_C01_V01
LC08_CU_006014_20170127_20190430_C01_V01,2017/01/27,CU,6,14,2019/04/30,1.2639,0.1129,0,74.2748,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170127_20190430_C01_V01,LC08_CU_006014_20170127_C01_V01
LE07_CU_006013_20170128_20181201_C01_V01,2017/01/28,CU,6,13,2018/12/01,0.1461,0.0139,0.001,49.8734,LANDSAT_7,ETM,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170128_20181201_C01_V01,LE07_CU_006013_20170128_C01_V01
LE07_CU_006014_20170128_20181128_C01_V01,2017/01/28,CU,6,14,2018/11/28,0.344,0.0096,0.004,19.9331,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170128_20181128_C01_V01,LE07_CU_006014_20170128_C01_V01
LE07_CU_007013_20170128_20181201_C01_V01,2017/01/28,CU,7,13,2018/12/01,0.6229,0.0813,1.207,43.9511,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170128_20181201_C01_V01,LE07_CU_007013_20170128_C01_V01
LE07_CU_007014_20170128_20181128_C01_V01,2017/01/28,CU,7,14,2018/11/28,0.1003,0.0051,0.0089,79.9931,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170128_20181128_C01_V01,LE07_CU_007014_20170128_C01_V01
LC08_CU_006014_20170129_20181123_C01_V01,2017/01/29,CU,6,14,2018/11/23,0.0028,0,0,93.1199,LANDSAT_8,OLI/TIRS,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170129_20181123_C01_V01,LC08_CU_006014_20170129_C01_V01
LC08_CU_007013_20170129_20181128_C01_V01,2017/01/29,CU,7,13,2018/11/28,0.5851,0.1293,3.9829,37.0636,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170129_20181128_C01_V01,LC08_CU_007013_20170129_C01_V01
LC08_CU_007014_20170129_20181128_C01_V01,2017/01/29,CU,7,14,2018/11/28,0.7127,0.154,0.163,3.5469,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170129_20181128_C01_V01,LC08_CU_007014_20170129_C01_V01
LE07_CU_007014_20170130_20181128_C01_V01,2017/01/30,CU,7,14,2018/11/28,2.358,0.2424,0.3922,95.5044,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170130_20181128_C01_V01,LE07_CU_007014_20170130_C01_V01
LE07_CU_006013_20170204_20181201_C01_V01,2017/02/04,CU,6,13,2018/12/01,0.1396,0.015,0,45.1003,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LE07_CU_006013_20170204_20181201_C01_V01,LE07_CU_006013_20170204_C01_V01
LE07_CU_006014_20170204_20181201_C01_V01,2017/02/04,CU,6,14,2018/12/01,1.0624,0.0445,0,82.1441,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170204_20181201_C01_V01,LE07_CU_006014_20170204_C01_V01
LC08_CU_006013_20170205_20190607_C01_V01,2017/02/05,CU,6,13,2019/06/07,5.0786,0.9771,0,36.9112,LANDSAT_8,OLI/TIRS,3,WGS84,AEA,METERS,01,01,34°08'59.72"N,114°15'16.35"W,34°08'59.72"N,112°21'53.03"W,34°08'59.72"N,114°15'16.35"W,32°35'08"N,114°15'16.35"W,34.149922728,-114.254542145,34.149922728,-112.364731007,32.5855562323,-112.364731007,32.5855562323,-114.254542145,LC08_CU_006013_20170205_20190607_C01_V01,LC08_CU_006013_20170205_C01_V01
LC08_CU_006014_20170205_20190607_C01_V01,2017/02/05,CU,6,14,2019/06/07,7.7079,0.7775,0,2.9394,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LC08_CU_006014_20170205_20190607_C01_V01,LC08_CU_006014_20170205_C01_V01
LC08_CU_007013_20170205_20181201_C01_V01,2017/02/05,CU,7,13,2018/12/01,0.2423,0.0633,0.3115,29.4327,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LC08_CU_007013_20170205_20181201_C01_V01,LC08_CU_007013_20170205_C01_V01
LC08_CU_007014_20170205_20190607_C01_V01,2017/02/05,CU,7,14,2019/06/07,0.0182,0.0076,0,71.3856,LANDSAT_8,OLI/TIRS,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LC08_CU_007014_20170205_20190607_C01_V01,LC08_CU_007014_20170205_C01_V01
LE07_CU_006014_20170206_20181128_C01_V01,2017/02/06,CU,6,14,2018/11/28,99.9986,0.0014,0,94.5302,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,32°49'37.21"N,113°56'52.08"W,32°49'37.21"N,112°05'35.21"W,32°49'37.21"N,113°56'52.08"W,31°15'45.43"N,113°56'52.08"W,32.82700187,-113.947800128,32.82700187,-112.093112741,31.2626188144,-112.093112741,31.2626188144,-113.947800128,LE07_CU_006014_20170206_20181128_C01_V01,LE07_CU_006014_20170206_C01_V01
LE07_CU_007013_20170206_20181123_C01_V01,2017/02/06,CU,7,13,2018/11/23,99.9867,0.0133,0,56.4446,LANDSAT_7,ETM,1,WGS84,AEA,METERS,01,01,34°22'20.95"N,112°38'44.09"W,34°22'20.95"N,110°46'20.77"W,34°22'20.95"N,112°38'44.09"W,32°49'37.21"N,112°38'44.09"W,34.3724856261,-112.64557985,34.3724856261,-110.772436306,32.82700187,-110.772436306,32.82700187,-112.64557985,LE07_CU_007013_20170206_20181123_C01_V01,LE07_CU_007013_20170206_C01_V01
LE07_CU_007014_20170206_20181128_C01_V01,2017/02/06,CU,7,14,2018/11/28,99.851,0.149,0,20.2722,LANDSAT_7,ETM,2,WGS84,AEA,METERS,01,01,33°02'46.45"N,112°21'53.03"W,33°02'46.45"N,110°31'34.91"W,33°02'46.45"N,112°21'53.03"W,31°30'02.38"N,112°21'53.03"W,33.0462349501,-112.364731007,33.0462349501,-110.52636342,31.5006617653,-110.52636342,31.5006617653,-112.364731007,LE07_CU_007014_20170206_20181128_C01_V01,LE07_CU_007014_20170206_C01_V01
